world_id,source,event_id,record_id,partition,building_height_stories,realization_id,is_nominal,mass_scale,stiffness_scale,damping_ratio,damper_capacity_scale,lhs_seed,archetype_id
3a9769402d6b8a71eae69430461d3b8130eaa1593018336523eaa00a74ee2745,ESM,IT-1980-0030,IT.CR1..HNE.D.IT-1980-0030.ACC.MP.ASC,training,20,nominal,true,1,1,0.050000000000000003,1,24681357,canonical-shear-friction-v0.8.1
f10d1bc48e63097a9e10a26b6e3b88b759ca3e4fb6135db9c97198d89d0899c6,ESM,IT-1980-0030,IT.CR1..HNE.D.IT-1980-0030.ACC.MP.ASC,training,20,lhs-1,false,1.055345003920092,0.91186441049273859,0.058766975947465362,1.0991779467262428,24681357,canonical-shear-friction-v0.8.1
ccb47806e7ed996fc300e4d9f80430f5893b92289c6e8674d0f1c33ff56f5e04,ESM,IT-1980-0030,IT.CR1..HNE.D.IT-1980-0030.ACC.MP.ASC,training,20,lhs-2,false,0.93530801801650687,0.953478937041492,0.050077687460435838,0.94748395915337158,24681357,canonical-shear-friction-v0.8.1
17c8cf3ba721d98da7f2f0f0e6c529e6d1bd55b2ebf56dfb83ae817abe2b0f8c,ESM,IT-1980-0030,IT.CR1..HNE.D.IT-1980-0030.ACC.MP.ASC,training,20,lhs-3,false,0.98012715606141543,1.0955005541028737,0.043992240427104604,1.0147451705015114,24681357,canonical-shear-friction-v0.8.1
d7f12d06ea5f9929922e886ac47f1c85c9455f42bfad11a48e1713eaa75ecd7c,ESM,IT-1980-0030,IT.CNP..HNE.D.IT-1980-0030.ACC.MP.ASC,training,3,nominal,true,1,1,0.050000000000000003,1,24681357,canonical-shear-friction-v0.8.1
64fd3e2412d102059c6c59399142a5a2d46703ee7752b9525239f5cae023bdfb,ESM,IT-1980-0030,IT.CNP..HNE.D.IT-1980-0030.ACC.MP.ASC,training,3,lhs-1,false,1.055345003920092,0.91186441049273859,0.058766975947465362,1.0991779467262428,24681357,canonical-shear-friction-v0.8.1
1d4740fcaaca3ad06390b0a5c1f2f5685d785430293befabbb6b64c86aa01397,ESM,IT-1980-0030,IT.CNP..HNE.D.IT-1980-0030.ACC.MP.ASC,training,3,lhs-2,false,0.93530801801650687,0.953478937041492,0.050077687460435838,0.94748395915337158,24681357,canonical-shear-friction-v0.8.1
fa9044e97a2a92d1c50c380cc43ae30a8b5a6cea51fcac473225071304dd0da9,ESM,IT-1980-0030,IT.CNP..HNE.D.IT-1980-0030.ACC.MP.ASC,training,3,lhs-3,false,0.98012715606141543,1.0955005541028737,0.043992240427104604,1.0147451705015114,24681357,canonical-shear-friction-v0.8.1
7948a1f36872f417822431b7c29e5d677c03d30767ca09560191fcb7d3a973a6,ESM,IT-1980-0030,IT.CNP..HNE.D.IT-1980-0030.ACC.MP.ASC,training,6,nominal,true,1,1,0.050000000000000003,1,24681357,canonical-shear-friction-v0.8.1
07d483df78abe37a863cc2f874e843cba01728c814924acd8f59ce97b5d69deb,ESM,IT-1980-0030,IT.CNP..HNE.D.IT-1980-0030.ACC.MP.ASC,training,6,lhs-1,false,1.055345003920092,0.91186441049273859,0.058766975947465362,1.0991779467262428,24681357,canonical-shear-friction-v0.8.1
c1ecbf9ed9c8e523396e82ca30736769ac1108b101a0cfae549351740bb4433b,ESM,IT-1980-0030,IT.CNP..HNE.D.IT-1980-0030.ACC.MP.ASC,training,6,lhs-2,false,0.93530801801650687,0.953478937041492,0.050077687460435838,0.94748395915337158,24681357,canonical-shear-friction-v0.8.1
f18eb449a2c0599437f575cd95d84427e8f6b7c35f13180a6b9737c1cb7409c8,ESM,IT-1980-0030,IT.CNP..HNE.D.IT-1980-0030.ACC.MP.ASC,training,6,lhs-3,false,0.98012715606141543,1.0955005541028737,0.043992240427104604,1.0147451705015114,24681357,canonical-shear-friction-v0.8.1
d686b0c48666d58dfcf2d3ecc66d09c3bc67a7b47eb9eac2698bff37a517ecdc,ESM,IT-1980-0030,IT.CNP..HNE.D.IT-1980-0030.ACC.MP.ASC,training,10,nominal,true,1,1,0.050000000000000003,1,24681357,canonical-shear-friction-v0.8.1
f69aaeff47f98e9d575795172bded77e02bcad28d6c248d60f82c7333949bf8b,ESM,IT-1980-0030,IT.CNP..HNE.D.IT-1980-0030.ACC.MP.ASC,training,10,lhs-1,false,1.055345003920092,0.91186441049273859,0.058766975947465362,1.0991779467262428,24681357,canonical-shear-friction-v0.8.1
dd10c7dba9822b9712db68cd1a9684027973aa93ee556170a875b97563b71e39,ESM,IT-1980-0030,IT.CNP..HNE.D.IT-1980-0030.ACC.MP.ASC,training,10,lhs-2,false,0.93530801801650687,0.953478937041492,0.050077687460435838,0.94748395915337158,24681357,canonical-shear-friction-v0.8.1
6cab17960d10252fb2859c81b5718b24592cdcaa1d2edb04645a31d33cb20175,ESM,IT-1980-0030,IT.CNP..HNE.D.IT-1980-0030.ACC.MP.ASC,training,10,lhs-3,false,0.98012715606141543,1.0955005541028737,0.043992240427104604,1.0147451705015114,24681357,canonical-shear-friction-v0.8.1
fc0dcd4b87eb0931c8c5d85c0d95258406741ac389927005c1999ab695763dc2,ESM,IT-1980-0030,IT.CNP..HNE.D.IT-1980-0030.ACC.MP.ASC,training,20,nominal,true,1,1,0.050000000000000003,1,24681357,canonical-shear-friction-v0.8.1
262ed0009083ad7dee05aea6c604d65810845ab518fa978c911917cffa7ab8b3,ESM,IT-1980-0030,IT.CNP..HNE.D.IT-1980-0030.ACC.MP.ASC,training,20,lhs-1,false,1.055345003920092,0.91186441049273859,0.058766975947465362,1.0991779467262428,24681357,canonical-shear-friction-v0.8.1
93cac3916c32d73da72b4e35560e6fd940eaa08d04d4349a1c372ece84bfd19a,ESM,IT-1980-0030,IT.CNP..HNE.D.IT-1980-0030.ACC.MP.ASC,training,20,lhs-2,false,0.93530801801650687,0.953478937041492,0.050077687460435838,0.94748395915337158,24681357,canonical-shear-friction-v0.8.1
1f1f53178ab16693131fe9a0bf3d62fa26214771c9404a9774b8ff11a674fc9b,ESM,IT-1980-0030,IT.CNP..HNE.D.IT-1980-0030.ACC.MP.ASC,training,20,lhs-3,false,0.98012715606141543,1.0955005541028737,0.043992240427104604,1.0147451705015114,24681357,canonical-shear-friction-v0.8.1
2aad7c6a7cfe0e4a1e09322d96b5a2286a97e38f9c6eca49ffee3a1e9d3f0062,ESM,IT-1980-0030,IT.CR1..HNN.D.IT-1980-0030.ACC.MP.ASC,training,3,nominal,true,1,1,0.050000000000000003,1,24681357,canonical-shear-friction-v0.8.1
f136029f92b55261778089fbe50c4a761394b0c29d847d6de8ea5e389f622704,ESM,IT-1980-0030,IT.CR1..HNN.D.IT-1980-0030.ACC.MP.ASC,training,3,lhs-1,false,1.055345003920092,0.91186441049273859,0.058766975947465362,1.0991779467262428,24681357,canonical-shear-friction-v0.8.1
a5439c5f02ef14dc43af15f9df12ce12301ccfdd5d3aa6a26534ef95ef8e9642,ESM,IT-1980-0030,IT.CR1..HNN.D.IT-1980-0030.ACC.MP.ASC,training,3,lhs-2,false,0.93530801801650687,0.953478937041492,0.050077687460435838,0.94748395915337158,24681357,canonical-shear-friction-v0.8.1
0d5955475325fd2a90f76a6cdb671fb260554ec2da2a7c6f723f84cf8d3cc0f8,ESM,IT-1980-0030,IT.CR1..HNN.D.IT-1980-0030.ACC.MP.ASC,training,3,lhs-3,false,0.98012715606141543,1.0955005541028737,0.043992240427104604,1.0147451705015114,24681357,canonical-shear-friction-v0.8.1
7e378699ce88dd2bfe9a173ea5dce351929f29a68b1d43c2564e5b3c97e25252,ESM,IT-1980-0030,IT.CR1..HNN.D.IT-1980-0030.ACC.MP.ASC,training,6,nominal,true,1,1,0.050000000000000003,1,24681357,canonical-shear-friction-v0.8.1
322192ec4bf3b7a375136f666c05073c4c9f7eb504cf1888caf24608798550df,ESM,IT-1980-0030,IT.CR1..HNN.D.IT-1980-0030.ACC.MP.ASC,training,6,lhs-1,false,1.055345003920092,0.91186441049273859,0.058766975947465362,1.0991779467262428,24681357,canonical-shear-friction-v0.8.1
012dd3fc5f38a96d4e757ea5156971f4575e58508fb43059f06ef871e54b39b1,ESM,IT-1980-0030,IT.CR1..HNN.D.IT-1980-0030.ACC.MP.ASC,training,6,lhs-2,false,0.93530801801650687,0.953478937041492,0.050077687460435838,0.94748395915337158,24681357,canonical-shear-friction-v0.8.1
795e446656de5f5282288f54fdba69d40b15b72506286f28f17c30e554d66e31,ESM,IT-1980-0030,IT.CR1..HNN.D.IT-1980-0030.ACC.MP.ASC,training,6,lhs-3,false,0.98012715606141543,1.0955005541028737,0.043992240427104604,1.0147451705015114,24681357,canonical-shear-friction-v0.8.1
841865a750ea871146e53127f83d7cc4d35683f7760210ee6e3c5ee9bfbe3c57,ESM,IT-1980-0030,IT.CR1..HNN.D.IT-1980-0030.ACC.MP.ASC,training,10,nominal,true,1,1,0.050000000000000003,1,24681357,canonical-shear-friction-v0.8.1
fa495e77bc1eab3649f3a596a4ecaa2b971dfd6b0d2fadd3c39c52a032db73fb,ESM,IT-1980-0030,IT.CR1..HNN.D.IT-1980-0030.ACC.MP.ASC,training,10,lhs-1,false,1.055345003920092,0.91186441049273859,0.058766975947465362,1.0991779467262428,24681357,canonical-shear-friction-v0.8.1
963c91264b9aa04fc164ff6ae8665d287ed1790bd588dc458fdcef56e7981e6e,ESM,IT-1980-0030,IT.CR1..HNN.D.IT-1980-0030.ACC.MP.ASC,training,10,lhs-2,false,0.93530801801650687,0.953478937041492,0.050077687460435838,0.94748395915337158,24681357,canonical-shear-friction-v0.8.1
d3919c0a64cb6a1a0144946f4ca8b97e5064cc533adda02240a362c09de5b121,ESM,IT-1980-0030,IT.CR1..HNN.D.IT-1980-0030.ACC.MP.ASC,training,10,lhs-3,false,0.98012715606141543,1.0955005541028737,0.043992240427104604,1.0147451705015114,24681357,canonical-shear-friction-v0.8.1
eb514e28739d19a59397397d7d6f9e97e5b366425144f095ab05d6231357610f,ESM,IT-1980-0030,IT.CR1..HNN.D.IT-1980-0030.ACC.MP.ASC,training,20,nominal,true,1,1,0.050000000000000003,1,24681357,canonical-shear-friction-v0.8.1
4701170838bf2560ad748ea6ba83e2c8be8ed7411172d93f81707b4cab24a829,ESM,IT-1980-0030,IT.CR1..HNN.D.IT-1980-0030.ACC.MP.ASC,training,20,lhs-1,false,1.055345003920092,0.91186441049273859,0.058766975947465362,1.0991779467262428,24681357,canonical-shear-friction-v0.8.1
9930e54763591e92f15e85ed03ea23ab0ab284fbbe0399a62d05d4d259e97b90,ESM,IT-1980-0030,IT.CR1..HNN.D.IT-1980-0030.ACC.MP.ASC,training,20,lhs-2,false,0.93530801801650687,0.953478937041492,0.050077687460435838,0.94748395915337158,24681357,canonical-shear-friction-v0.8.1
9fc69d9f0dcf13fec388c5c9e8fea28853d834c1d4cf30029046fa39d8d53652,ESM,IT-1980-0030,IT.CR1..HNN.D.IT-1980-0030.ACC.MP.ASC,training,20,lhs-3,false,0.98012715606141543,1.0955005541028737,0.043992240427104604,1.0147451705015114,24681357,canonical-shear-friction-v0.8.1
b37f90f0f34d26af1e8c904c21436249db2d97141bdb2673f71889a5023a451d,ESM,EMSC-20071129_0000090,RA.MAMA.00.HNN.D.EMSC-20071129_0000090.ACC.MP.ASC,training,3,nominal,true,1,1,0.050000000000000003,1,24681357,canonical-shear-friction-v0.8.1
b988b9a6eea7738b08c75bdf909b4fef139e486a8bd2cc000bcf6e61670695d8,ESM,EMSC-20071129_0000090,RA.MAMA.00.HNN.D.EMSC-20071129_0000090.ACC.MP.ASC,training,3,lhs-1,false,1.055345003920092,0.91186441049273859,0.058766975947465362,1.0991779467262428,24681357,canonical-shear-friction-v0.8.1
598cd0abe89b2f783b4d686fd1f81e534b2d0be237c3b497d4f6cbf0d688c592,ESM,EMSC-20071129_0000090,RA.MAMA.00.HNN.D.EMSC-20071129_0000090.ACC.MP.ASC,training,3,lhs-2,false,0.93530801801650687,0.953478937041492,0.050077687460435838,0.94748395915337158,24681357,canonical-shear-friction-v0.8.1
9923ada80f0ba17b49d731922af7d0f0641b6b0bc8a599d99ea9d104729a4162,ESM,EMSC-20071129_0000090,RA.MAMA.00.HNN.D.EMSC-20071129_0000090.ACC.MP.ASC,training,3,lhs-3,false,0.98012715606141543,1.0955005541028737,0.043992240427104604,1.0147451705015114,24681357,canonical-shear-friction-v0.8.1
98a80355fc06e137ff3a1a3b452721cf09cd46c6073b45ee3f00149c92ccc595,ESM,EMSC-20071129_0000090,RA.MAMA.00.HNN.D.EMSC-20071129_0000090.ACC.MP.ASC,training,6,nominal,true,1,1,0.050000000000000003,1,24681357,canonical-shear-friction-v0.8.1
5da4da3b14a07bd85e71af57dc9e4dbc7f29a34d5abba4479c5f1ff2924100e3,ESM,EMSC-20071129_0000090,RA.MAMA.00.HNN.D.EMSC-20071129_0000090.ACC.MP.ASC,training,6,lhs-1,false,1.055345003920092,0.91186441049273859,0.058766975947465362,1.0991779467262428,24681357,canonical-shear-friction-v0.8.1
0e5eb001ce4d8514000aab14695fe3b283aa094d88cc89a6031702b98d4d4ea4,ESM,EMSC-20071129_0000090,RA.MAMA.00.HNN.D.EMSC-20071129_0000090.ACC.MP.ASC,training,6,lhs-2,false,0.93530801801650687,0.953478937041492,0.050077687460435838,0.94748395915337158,24681357,canonical-shear-friction-v0.8.1
38e92004fcc7f0272809aec1f3e7dc847357a83517a8ae9be166ed91180dc029,ESM,EMSC-20071129_0000090,RA.MAMA.00.HNN.D.EMSC-20071129_0000090.ACC.MP.ASC,training,6,lhs-3,false,0.98012715606141543,1.0955005541028737,0.043992240427104604,1.0147451705015114,24681357,canonical-shear-friction-v0.8.1
1437aaf247a7e0ced9f54f7fe1d9c27c5c2ef84f041db6fbb5754449939cd675,ESM,EMSC-20071129_0000090,RA.MAMA.00.HNN.D.EMSC-20071129_0000090.ACC.MP.ASC,training,10,nominal,true,1,1,0.050000000000000003,1,24681357,canonical-shear-friction-v0.8.1
87b9b66923d8a7d8770040547454f136e66d4865021fb8c008f2839247c69c3b,ESM,EMSC-20071129_0000090,RA.MAMA.00.HNN.D.EMSC-20071129_0000090.ACC.MP.ASC,training,10,lhs-1,false,1.055345003920092,0.91186441049273859,0.058766975947465362,1.0991779467262428,24681357,canonical-shear-friction-v0.8.1
27a59291ee511a83ce8b173543fa9853257cdd198b2670e13e5c8721e46885c7,ESM,EMSC-20071129_0000090,RA.MAMA.00.HNN.D.EMSC-20071129_0000090.ACC.MP.ASC,training,10,lhs-2,false,0.93530801801650687,0.953478937041492,0.050077687460435838,0.94748395915337158,24681357,canonical-shear-friction-v0.8.1
aee3266a62a447839dcb55d56321dcca71aae1fcfb802204862bbc9d8507854c,ESM,EMSC-20071129_0000090,RA.MAMA.00.HNN.D.EMSC-20071129_0000090.ACC.MP.ASC,training,10,lhs-3,false,0.98012715606141543,1.0955005541028737,0.043992240427104604,1.0147451705015114,24681357,canonical-shear-friction-v0.8.1
139a9f064b1178952a4076b6c4bc9f4ae8d3c936a2c98c2711beec682255d823,ESM,EMSC-20071129_0000090,RA.MAMA.00.HNN.D.EMSC-20071129_0000090.ACC.MP.ASC,training,20,nominal,true,1,1,0.050000000000000003,1,24681357,canonical-shear-friction-v0.8.1
f1b66e9bf65396d6481cfdcbd5a19bae5caccb8dc263f663e9c39cc334f0c399,ESM,EMSC-20071129_0000090,RA.MAMA.00.HNN.D.EMSC-20071129_0000090.ACC.MP.ASC,training,20,lhs-1,false,1.055345003920092,0.91186441049273859,0.058766975947465362,1.0991779467262428,24681357,canonical-shear-friction-v0.8.1
225b66d06d4a727b53f5317e0b62e578c6d4ce44715a736bd7b9e285ebeee41d,ESM,EMSC-20071129_0000090,RA.MAMA.00.HNN.D.EMSC-20071129_0000090.ACC.MP.ASC,training,20,lhs-2,false,0.93530801801650687,0.953478937041492,0.050077687460435838,0.94748395915337158,24681357,canonical-shear-friction-v0.8.1
b09fbc7d055e477d754c35ceb9c848f26f34c769e4b3073921f69b5f67c7ceaa,ESM,EMSC-20071129_0000090,RA.MAMA.00.HNN.D.EMSC-20071129_0000090.ACC.MP.ASC,training,20,lhs-3,false,0.98012715606141543,1.0955005541028737,0.043992240427104604,1.0147451705015114,24681357,canonical-shear-friction-v0.8.1
56cdc13ec460ac89a47103c1d71ceb4863e444a7cbebc890c6f458d0e54dedd3,ESM,EMSC-20071129_0000090,RA.MAMA.00.HNE.D.EMSC-20071129_0000090.ACC.MP.ASC,training,3,nominal,true,1,1,0.050000000000000003,1,24681357,canonical-shear-friction-v0.8.1
16768045baed40892b5a069614fab1185e80b75a6815bcca1c0b7f9cb6dbe292,ESM,EMSC-20071129_0000090,RA.MAMA.00.HNE.D.EMSC-20071129_0000090.ACC.MP.ASC,training,3,lhs-1,false,1.055345003920092,0.91186441049273859,0.058766975947465362,1.0991779467262428,24681357,canonical-shear-friction-v0.8.1
ee7ce5e959ce913da5f114d8a422694204b30aad3023ca89f63b964635f70908,ESM,EMSC-20071129_0000090,RA.MAMA.00.HNE.D.EMSC-20071129_0000090.ACC.MP.ASC,training,3,lhs-2,false,0.93530801801650687,0.953478937041492,0.050077687460435838,0.94748395915337158,24681357,canonical-shear-friction-v0.8.1
899579ed097cd33eeb7be4c8dd8c88c23f00eecb061ae0e4b2292ae66e2c281a,ESM,EMSC-20071129_0000090,RA.MAMA.00.HNE.D.EMSC-20071129_0000090.ACC.MP.ASC,training,3,lhs-3,false,0.98012715606141543,1.0955005541028737,0.043992240427104604,1.0147451705015114,24681357,canonical-shear-friction-v0.8.1
1118f5ea4ec24bad49648cb5ff9cf703638ae0e9b3cb5b7fa0c157833aa0b776,ESM,EMSC-20071129_0000090,RA.MAMA.00.HNE.D.EMSC-20071129_0000090.ACC.MP.ASC,training,6,nominal,true,1,1,0.050000000000000003,1,24681357,canonical-shear-friction-v0.8.1
539f30431840cea36158d1245e630b19b360c05ed2ea04db40415dadca975bae,ESM,EMSC-20071129_0000090,RA.MAMA.00.HNE.D.EMSC-20071129_0000090.ACC.MP.ASC,training,6,lhs-1,false,1.055345003920092,0.91186441049273859,0.058766975947465362,1.0991779467262428,24681357,canonical-shear-friction-v0.8.1
801c6ede2d3f220fd3cebbdfa07b76629bacaac32465d65c43f228fa2ed6a148,ESM,EMSC-20071129_0000090,RA.MAMA.00.HNE.D.EMSC-20071129_0000090.ACC.MP.ASC,training,6,lhs-2,false,0.93530801801650687,0.953478937041492,0.050077687460435838,0.94748395915337158,24681357,canonical-shear-friction-v0.8.1
8725bcef054ab0bd509b19e7f1a582d2fe66df3a95d31a7538ea92bcdd75c477,ESM,EMSC-20071129_0000090,RA.MAMA.00.HNE.D.EMSC-20071129_0000090.ACC.MP.ASC,training,6,lhs-3,false,0.98012715606141543,1.0955005541028737,0.043992240427104604,1.0147451705015114,24681357,canonical-shear-friction-v0.8.1
8a692b4e711b36852aba6e48e5224f7d145f5c9da59833571ed6e99526662f04,ESM,EMSC-20071129_0000090,RA.MAMA.00.HNE.D.EMSC-20071129_0000090.ACC.MP.ASC,training,10,nominal,true,1,1,0.050000000000000003,1,24681357,canonical-shear-friction-v0.8.1
