source,event_id,raw_header_event_id,record_id,waveform_detail_id,stream,raw_filename,network_code,station_id,location_code,component,sampling_interval_s,usable_duration_s,original_units,normalized_units,ndata,parsed_sample_count,raw_duration_derivation,pga_cm_s2,source_header_pga_cm_s2,pga_g,event_date,event_time_utc,latitude,longitude,partition,source_url_or_access_reference,preprocessing_status,source_processing_type,source_quality_class,raw_sha256,processed_sha256,data_license,data_citation,raw_redistribution_allowed,eligibility_status,eligibility_reason
ESM,EMSC-20170118_0000027,EMSC-20170118_0000027,IT.PCB..HGN.D.EMSC-20170118_0000027.ACC.MP.ASC,,HGN,IT.PCB..HGN.D.EMSC-20170118_0000027.ACC.MP.ASC,IT,PCB,,horizontal acceleration,0.005,46.09,cm/s^2,m/s^2,9218,9218,explicit:DURATION_S,178.523026,178.523026,0.1820428240020802210744749736,2017-01-18,2017-01-18T09:25:41Z,42.5652,13.298,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-20170118_0000027&catalog=ESM&network=IT&station=PCB&location=&channel=HG%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,79d45c1e4d17210e245a042bb411f093121c202abf417335e7e4076f5f4934ff,85d46bf334949128b45afbf9ec346542379d21e5ef31859309d721a1dcf27416,CC-BY3_0-IT (http://creativecommons.org/licenses/by/3.0/deed.en),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,EMSC-20170118_0000027,EMSC-20170118_0000027,IT.MSCT..HGN.D.EMSC-20170118_0000027.ACC.MP.ASC,,HGN,IT.MSCT..HGN.D.EMSC-20170118_0000027.ACC.MP.ASC,IT,MSCT,,horizontal acceleration,0.005,48.4,cm/s^2,m/s^2,9680,9680,explicit:DURATION_S,152.228531,152.228531,0.1552299011385131517898568828,2017-01-18,2017-01-18T09:25:41Z,42.5652,13.298,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-20170118_0000027&catalog=ESM&network=IT&station=MSCT&location=&channel=HG%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,f04a2e203e6f026414a1b584a8a91e1b217858173bfb8364541c76d1fb5f0f68,07ec2c3dc93f1d6a2b4458cc00d83660331d3bd1ac292ac567ecdcc67b4c2dd0,CC-BY3_0-IT (http://creativecommons.org/licenses/by/3.0/deed.en),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,IT-1998-0054,IT-1998-0054,IT.NOCE..HNE.D.IT-1998-0054.ACC.MP.ASC,,HNE,IT.NOCE..HNE.D.IT-1998-0054.ACC.MP.ASC,IT,NOCE,,horizontal acceleration,0.005,47,cm/s^2,m/s^2,9400,9400,explicit:DURATION_S,276.38776,276.38776,0.2818370799406525164046845763,1998-04-03,1998-04-03T07:26:36Z,43.177,12.786,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=IT-1998-0054&catalog=ESM&network=IT&station=NOCE&location=&channel=HN%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,86c0de04fea3f780b32276ecf364b508a5e55a33cdfb3b48e28245dc0b77004a,438e64b1c247d1edb1b7d0e6aaa2304f6428bb5033a3dabfc14dd1ebbc7340c5,CC-BY3_0-IT (http://creativecommons.org/licenses/by/3.0/deed.en),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,IT-1998-0054,IT-1998-0054,IT.NCR2..HNE.D.IT-1998-0054.ACC.MP.ASC,,HNE,IT.NCR2..HNE.D.IT-1998-0054.ACC.MP.ASC,IT,NCR2,,horizontal acceleration,0.005,31,cm/s^2,m/s^2,6200,6200,explicit:DURATION_S,282.275155,282.275155,0.2878405520743577062503505274,1998-04-03,1998-04-03T07:26:36Z,43.177,12.786,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=IT-1998-0054&catalog=ESM&network=IT&station=NCR2&location=&channel=HN%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,a284f3bb9f515718417c5258ef855b248f43f0ffad93b52c3dc86fdbadf51c7d,b125485338bbea6770b2c36a3edc249adf7255f9f0634e5a6f1e3262aca2d88f,CC-BY3_0-IT (http://creativecommons.org/licenses/by/3.0/deed.en),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,IT-1998-0054,IT-1998-0054,IT.NCB..HNE.D.IT-1998-0054.ACC.MP.ASC,,HNE,IT.NCB..HNE.D.IT-1998-0054.ACC.MP.ASC,IT,NCB,,horizontal acceleration,0.005,23.025,cm/s^2,m/s^2,4605,4605,explicit:DURATION_S,307.741388,307.741388,0.3138088827479312507329210281,1998-04-03,1998-04-03T07:26:36Z,43.177,12.786,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=IT-1998-0054&catalog=ESM&network=IT&station=NCB&location=&channel=HN%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=BAD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,BAD,6d59258f7a56cf971ba7efdd0da4414030e024a1032b2d743733925ae8f4c7ac,67e926360b94b0ec5780122cc0c12203c8d87e485ec9fd75d6c82e4f97322ef8,CC-BY3_0-IT (http://creativecommons.org/licenses/by/3.0/deed.en),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,IT-1998-0054,IT-1998-0054,IT.NOCE..HNN.D.IT-1998-0054.ACC.MP.ASC,,HNN,IT.NOCE..HNN.D.IT-1998-0054.ACC.MP.ASC,IT,NOCE,,horizontal acceleration,0.005,47,cm/s^2,m/s^2,9400,9400,explicit:DURATION_S,566.769445,566.769445,0.5779439920870021872912768377,1998-04-03,1998-04-03T07:26:36Z,43.177,12.786,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=IT-1998-0054&catalog=ESM&network=IT&station=NOCE&location=&channel=HN%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,caf76aa41995fb6b01acb576e2219ac3cfb1cfa717254319cd0e8feaf311e9a9,d0938e36ea2f78dae2a31a59b18f25f15af9105b96cdd46c3df6a7930183e7cd,CC-BY3_0-IT (http://creativecommons.org/licenses/by/3.0/deed.en),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,EMSC-20160824_0000013,EMSC-20160824_0000013,IT.FOC..HGN.D.EMSC-20160824_0000013.ACC.MP.ASC,,HGN,IT.FOC..HGN.D.EMSC-20160824_0000013.ACC.MP.ASC,IT,FOC,,horizontal acceleration,0.005,40,cm/s^2,m/s^2,8000,8000,explicit:DURATION_S,157.538834,157.538834,0.160644903203438483070161574,2016-08-24,2016-08-24T02:33:29Z,42.798,13.1611,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-20160824_0000013&catalog=ESM&network=IT&station=FOC&location=&channel=HG%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=BAD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,BAD,79a8fbc566be6d993d5950a2a54a4f490fe368b39490f67e98ad8c9ce2ae7f6f,cd32ba589bf14b620d1db400b55467481513070533110e6ed99e086e473410ab,CC-BY3_0-IT (http://creativecommons.org/licenses/by/3.0/deed.en),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,EMSC-20160824_0000013,EMSC-20160824_0000013,IT.FOC..HGE.D.EMSC-20160824_0000013.ACC.MP.ASC,,HGE,IT.FOC..HGE.D.EMSC-20160824_0000013.ACC.MP.ASC,IT,FOC,,horizontal acceleration,0.005,40,cm/s^2,m/s^2,8000,8000,explicit:DURATION_S,174.533325,174.533325,0.177974461207445967787164832,2016-08-24,2016-08-24T02:33:29Z,42.798,13.1611,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-20160824_0000013&catalog=ESM&network=IT&station=FOC&location=&channel=HG%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=BAD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,BAD,6998c72f6af885186252f8e0e9a0e1b7b62ff156b3726fd59b49dad55920653d,9d8a0918f1b3779fd5fde9a99c01a2bbd81249d7629a366e94ecc0bbec477789,CC-BY3_0-IT (http://creativecommons.org/licenses/by/3.0/deed.en),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,EMSC-20160824_0000013,EMSC-20160824_0000013,IT.NRC..HGN.D.EMSC-20160824_0000013.ACC.MP.ASC,,HGN,IT.NRC..HGN.D.EMSC-20160824_0000013.ACC.MP.ASC,IT,NRC,,horizontal acceleration,0.005,47.145,cm/s^2,m/s^2,9429,9429,explicit:DURATION_S,190.801727,190.801727,0.194563614486088521564448614,2016-08-24,2016-08-24T02:33:29Z,42.798,13.1611,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-20160824_0000013&catalog=ESM&network=IT&station=NRC&location=&channel=HG%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,6770b56f4c43e5a9b8e49e10f7a942a308634f1f983967a77ecd33b906fb46be,1f8fa591ca71638690e2283f091379a5fe1685cedad9e672b5a4c2de543376e2,CC-BY3_0-IT (http://creativecommons.org/licenses/by/3.0/deed.en),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,EMSC-20160824_0000013,EMSC-20160824_0000013,IT.NRC..HGE.D.EMSC-20160824_0000013.ACC.MP.ASC,,HGE,IT.NRC..HGE.D.EMSC-20160824_0000013.ACC.MP.ASC,IT,NRC,,horizontal acceleration,0.005,47.145,cm/s^2,m/s^2,9429,9429,explicit:DURATION_S,167.009262,167.009262,0.1703020521788786180805881723,2016-08-24,2016-08-24T02:33:29Z,42.798,13.1611,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-20160824_0000013&catalog=ESM&network=IT&station=NRC&location=&channel=HG%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,60dcb3db2b5a73f86074f51dff63f49c7d11f7b2cf74d5ecb93d4163ea251287,e97e82e03654ccb48568e32b96a223be811557ee8285df07c429b1f43642d89b,CC-BY3_0-IT (http://creativecommons.org/licenses/by/3.0/deed.en),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,IT-2009-0121,IT-2009-0121,IT.GSA..HNE.D.IT-2009-0121.ACC.MP.ASC,,HNE,IT.GSA..HNE.D.IT-2009-0121.ACC.MP.ASC,IT,GSA,,horizontal acceleration,0.005,94,cm/s^2,m/s^2,18800,18800,explicit:DURATION_S,164.349167,164.349167,0.1675895101793170960521686815,2009-04-09,2009-04-09T00:52:59Z,42.489,13.351,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=IT-2009-0121&catalog=ESM&network=IT&station=GSA&location=&channel=HN%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,ccd52ab78a09f786b2f07eb83cb2a8a4a4205acaebaf0461b99ef6e6dd2f632e,e46a926191511a71864ec6f677d1e776c2a64aea3237a6a9f7c0ea6f5b4167be,CC-BY3_0-IT (http://creativecommons.org/licenses/by/3.0/deed.en),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
